step,stage,displacement_from_start,cumulative_motion_proxy,top5_feature_mean,top20_feature_mean,contact_force,action_translation_norm,any_safety_event,future_safety_event,case,episode_id,suite,episode_progress_norm
378,0.6310517529215359,0.49931067,0.6677701,0.0,0.0,166.99013,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
379,0.6327212020033389,0.49972987,0.6682617,0.0,0.0,97.48009,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
380,0.6343906510851419,0.49987867,0.66951936,0.0,0.0,0.3386512,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
381,0.6360601001669449,0.4996536,0.6715594,0.0,0.0,0.3386512,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
382,0.6377295492487479,0.49902478,0.6738583,0.0,0.0,291.12363,0.9248016,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
383,0.6393989983305509,0.49874377,0.6743046,0.0,0.0,111.76901,0.71828604,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
384,0.6410684474123539,0.49917993,0.6748462,0.0,0.0,9.025137,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
385,0.6427378964941569,0.4987942,0.67647326,0.0,0.0,0.3386512,1.0100704,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
386,0.6444073455759599,0.4985392,0.67769146,0.0,0.0,298.98273,0.9339854,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
387,0.6460767946577629,0.4981848,0.67819506,0.0,0.0,164.92958,1.0489533,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
388,0.6477462437395659,0.4989578,0.67958677,0.0,0.0,0.3386512,0.95153904,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
389,0.6494156928213689,0.49858516,0.68077475,0.0,0.0,0.3386512,0.84988743,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
390,0.6510851419031719,0.49853605,0.6817178,0.0,0.0,0.3386512,1.275245,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
391,0.6527545909849749,0.49838,0.6838847,0.0,0.0,83.58524,1.0489533,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
392,0.654424040066778,0.49910635,0.6867013,0.0,0.0,0.3386512,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
393,0.656093489148581,0.49883077,0.6872796,0.0,0.0,0.3386512,0.92900133,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
394,0.657762938230384,0.49901822,0.6908816,0.0,0.0,187.38577,0.9795818,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
395,0.659432387312187,0.49843284,0.6921441,0.0,0.0,152.58215,0.5372833,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
396,0.66110183639399,0.49878225,0.69250077,0.0,0.0,67.48522,0.328608,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
397,0.662771285475793,0.4983261,0.69337887,0.0,0.0,0.3386512,0.98750836,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
398,0.664440734557596,0.49817142,0.69643056,0.0,0.0,0.3386512,0.9256933,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
399,0.666110183639399,0.49788716,0.6971361,0.0,0.0,78.267105,0.5691093,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
400,0.667779632721202,0.49810535,0.6986633,0.0,0.0,97.66742,0.9249804,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
401,0.669449081803005,0.49762323,0.6993579,0.0,0.0,0.3386512,0.9556901,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
402,0.671118530884808,0.49777603,0.7033924,0.0,0.0,136.80165,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
403,0.672787979966611,0.49740046,0.70377785,0.0,0.0,84.61921,1.0608505,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
404,0.674457429048414,0.4977278,0.70553344,0.0,0.0,100.02976,0.9234009,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
405,0.676126878130217,0.4969725,0.7063799,0.0,0.0,0.3386512,0.9448627,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
406,0.67779632721202,0.49748433,0.7103771,0.0,0.0,159.20139,0.9249804,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
407,0.679465776293823,0.49708745,0.71121275,0.0,0.0,80.75785,0.9219359,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
408,0.6811352253756261,0.4973758,0.71204937,0.0,0.0,70.06182,1.1595815,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
409,0.6828046744574291,0.49689594,0.71341896,0.0,0.0,244.0016,1.0016063,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
410,0.6844741235392321,0.49716485,0.7151778,0.0,0.0,0.3386512,0.9703228,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
411,0.6861435726210351,0.49690473,0.7154543,0.0,0.0,69.30619,0.9807972,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
412,0.6878130217028381,0.4970908,0.7159082,0.0,0.0,138.75287,1.0258465,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
413,0.6894824707846411,0.49648544,0.7167785,0.0,0.0,0.3386512,0.9030201,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
414,0.6911519198664441,0.49688107,0.7171378,0.0,0.0,0.3386512,0.98979646,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
415,0.6928213689482471,0.4969326,0.71798974,0.0,0.0,81.800735,0.98979646,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
416,0.6944908180300501,0.49705783,0.7185647,0.0,0.0,148.14595,0.97328526,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
417,0.6961602671118531,0.49640775,0.7193185,0.0,0.0,0.3386512,0.9226394,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
418,0.6978297161936561,0.4967113,0.7205186,0.0,0.0,0.3386512,0.9030201,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
419,0.6994991652754591,0.49708095,0.72185636,0.0,0.0,75.73425,0.98979646,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
420,0.7011686143572621,0.4970621,0.7227634,0.0,0.0,83.86555,0.97328526,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
421,0.7028380634390651,0.49640033,0.7239414,0.0,0.0,0.3386512,0.98979646,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
422,0.7045075125208681,0.49688652,0.7253522,0.0,0.0,188.81293,0.98979646,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
423,0.7061769616026711,0.49720755,0.72596556,0.0,0.0,89.60638,0.98979646,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
424,0.7078464106844741,0.4967827,0.72681916,0.0,0.0,0.3386512,0.98979646,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
425,0.7095158597662772,0.49687663,0.7284961,0.0,0.0,0.3386512,0.98979646,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
426,0.7111853088480802,0.49728307,0.7295748,0.0,0.0,85.6234,1.0342525,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
427,0.7128547579298832,0.496948,0.73066235,0.0,0.0,0.3386512,1.0342525,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
428,0.7145242070116862,0.49703053,0.73252064,0.0,0.0,0.3386512,0.98979646,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
429,0.7161936560934892,0.49719128,0.73303545,0.0,0.0,104.91385,0.87580425,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
430,0.7178631051752922,0.49668998,0.73461103,0.0,0.0,0.3386512,1.0188661,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
431,0.7195325542570952,0.4969628,0.7371202,0.0,0.0,0.3386512,0.98979646,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
432,0.7212020033388982,0.49743393,0.7389264,0.0,0.0,120.760124,1.0342525,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
433,0.7228714524207012,0.49684727,0.7400151,0.0,0.0,0.3386512,1.1199539,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
434,0.7245409015025042,0.4977556,0.7440949,0.0,0.0,231.44069,1.0342525,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
435,0.7262103505843072,0.49789256,0.7445406,0.0,0.0,76.40848,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
436,0.7278797996661102,0.4978384,0.7451889,0.0,0.0,0.3386512,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
437,0.7295492487479132,0.49814337,0.7461279,0.0,0.0,143.26964,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
438,0.7312186978297162,0.4980312,0.74643224,0.0,0.0,0.3386512,0.9249804,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
439,0.7328881469115192,0.49793124,0.74933875,0.0,0.0,313.62964,0.9249804,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
440,0.7345575959933222,0.4979573,0.7497979,0.0,0.0,26.316916,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
441,0.7362270450751253,0.49784544,0.7503021,0.0,0.0,0.3386512,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
442,0.7378964941569283,0.49775267,0.75042504,0.0,0.0,104.93686,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
443,0.7395659432387313,0.4976873,0.7507576,0.0,0.0,0.3386512,1.0342525,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
444,0.7412353923205343,0.49783054,0.7520401,0.0,0.0,108.878845,1.0342525,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
445,0.7429048414023373,0.4978928,0.75224566,0.0,0.0,0.3386512,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
446,0.7445742904841403,0.49812338,0.7546139,0.0,0.0,82.529884,0.9378633,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
447,0.7462437395659433,0.49818894,0.75469166,0.0,0.0,0.3386512,0.9486425,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
448,0.7479131886477463,0.4983079,0.7550759,0.0,0.0,102.0882,0.5087237,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
449,0.7495826377295493,0.49844578,0.75532603,0.0,0.0,122.37769,0.9249804,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
450,0.7512520868113522,0.4983588,0.7564431,0.0,0.0,0.3386512,0.85266095,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
451,0.7529215358931552,0.49833325,0.75680625,0.0,0.0,67.0752,0.9249804,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
452,0.7545909849749582,0.49815366,0.7581758,0.0,0.0,117.86949,0.9249804,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
453,0.7562604340567612,0.4980375,0.758815,0.0,0.0,87.43351,0.9249804,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
454,0.7579298831385642,0.49793133,0.75964665,0.0,0.0,0.3386512,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
455,0.7595993322203672,0.49777067,0.76038736,0.0,0.0,69.61059,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
456,0.7612687813021702,0.49780032,0.76044995,0.0,0.0,129.03114,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
457,0.7629382303839732,0.49793303,0.76094764,0.0,0.0,68.000084,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
458,0.7646076794657763,0.49791747,0.7611954,0.0,0.0,180.28036,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
459,0.7662771285475793,0.49789506,0.76177734,0.0,0.0,0.3386512,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
460,0.7679465776293823,0.49794433,0.7623395,0.0,0.0,144.35443,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
461,0.7696160267111853,0.49790758,0.76245016,0.0,0.0,0.3386512,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
462,0.7712854757929883,0.49777675,0.7633195,0.0,0.0,100.523506,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
463,0.7729549248747913,0.49779367,0.76339805,0.0,0.0,0.8884302,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
464,0.7746243739565943,0.49777496,0.76381946,0.0,0.0,81.168915,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
465,0.7762938230383973,0.49774152,0.764221,0.0,0.0,125.35442,0.5884707,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
466,0.7779632721202003,0.49774024,0.7653046,0.0,0.0,86.98449,0.5884707,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
467,0.7796327212020033,0.49757898,0.76588696,0.0,0.0,0.69101673,0.5884707,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
468,0.7813021702838063,0.49759132,0.76594955,0.0,0.0,12.175121,0.5884707,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
469,0.7829716193656093,0.4975317,0.7673485,0.0,0.0,84.68494,0.5884707,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
470,0.7846410684474123,0.49733016,0.7687783,0.0,0.0,0.3386512,1.0016063,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
471,0.7863105175292153,0.49738717,0.7700002,0.0,0.0,83.511246,0.5884707,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
472,0.7879799666110183,0.49728397,0.77022344,0.0,0.0,78.262054,1.0016063,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
473,0.7896494156928213,0.49741876,0.77123857,0.0,0.0,55.694805,0.5884707,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
474,0.7913188647746243,0.4973164,0.7727121,0.0,0.0,106.851524,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
475,0.7929883138564274,0.49717775,0.7730888,0.0,0.0,0.3386512,1.0594991,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
476,0.7946577629382304,0.49728033,0.7746704,0.0,0.0,43.329185,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
477,0.7963272120200334,0.49712256,0.7759473,0.0,0.0,168.79233,0.9030201,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
478,0.7979966611018364,0.49688226,0.776512,0.0,0.0,137.66588,1.1474471,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
479,0.7996661101836394,0.49690792,0.77672166,0.0,0.0,161.88907,1.1474471,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
480,0.8013355592654424,0.49687797,0.7772761,0.0,0.0,0.3386512,0.98979646,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
481,0.8030050083472454,0.49692953,0.7776403,0.0,0.0,135.54114,1.1474471,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
482,0.8046744574290484,0.49699724,0.77780014,0.0,0.0,198.0052,0.98979646,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
483,0.8063439065108514,0.49710622,0.7790507,0.0,0.0,96.17846,0.9089281,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
484,0.8080133555926544,0.4971068,0.7792274,0.0,0.0,136.99261,0.9807972,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
485,0.8096828046744574,0.4971936,0.7794312,0.0,0.0,119.16355,0.92578393,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
486,0.8113522537562604,0.49721214,0.7802501,0.0,0.0,90.7995,1.0258465,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
487,0.8130217028380634,0.49705157,0.78106284,0.0,0.0,0.3386512,0.9339963,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
488,0.8146911519198664,0.49706653,0.7811402,0.0,0.0,0.3386512,0.9030201,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
489,0.8163606010016694,0.49711803,0.7822574,0.0,0.0,40.97486,0.98979646,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
490,0.8180300500834724,0.49710435,0.7823513,0.0,0.0,94.33689,1.1474471,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
491,0.8196994991652755,0.4971139,0.78277165,0.0,0.0,300.8795,1.1474471,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
492,0.8213689482470785,0.4963738,0.7847243,0.0,0.0,0.3386512,1.1474471,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
493,0.8230383973288815,0.4972278,0.78626555,0.0,0.0,140.56036,0.98979646,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
494,0.8247078464106845,0.49723846,0.7862863,0.0,0.0,259.65897,0.9339963,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
495,0.8263772954924875,0.49662492,0.7873989,0.0,0.0,0.3386512,0.9339963,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
496,0.8280467445742905,0.49738705,0.7887618,0.0,0.0,265.33676,0.87370044,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
497,0.8297161936560935,0.49578,0.7924,0.0,0.0,0.3386512,0.9807972,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
498,0.8313856427378965,0.49742055,0.7956016,0.0,0.0,424.33112,0.8733356,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
499,0.8330550918196995,0.49716553,0.7960659,0.0,0.0,0.3386512,0.9219359,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
500,0.8347245409015025,0.49671587,0.7974408,0.0,0.0,0.3386512,1.0017394,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
501,0.8363939899833055,0.49744573,0.79888594,0.0,0.0,146.95476,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
502,0.8380634390651085,0.4956988,0.80316544,0.0,0.0,0.3386512,0.98312014,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
503,0.8397328881469115,0.4941734,0.81019765,0.0,0.0,0.3386512,1.0093495,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
504,0.8414023372287145,0.49663776,0.8150531,0.0,0.0,0.3386512,1.0464088,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
505,0.8430717863105175,0.49805158,0.81830084,0.0,0.0,130.79773,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
506,0.8447412353923205,0.4961727,0.82360226,0.0,0.0,0.3386512,0.9796591,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
507,0.8464106844741235,0.49530095,0.83209074,0.0,0.0,0.3386512,0.933638,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
508,0.8480801335559266,0.4978746,0.83698297,0.0,0.0,0.3386512,1.0497619,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
509,0.8497495826377296,0.499582,0.8410667,0.0,0.0,169.95862,1.0176427,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
510,0.8514190317195326,0.4979433,0.8458057,0.0,0.0,0.3386512,1.3166252,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
511,0.8530884808013356,0.49621364,0.8570219,0.0,0.0,0.3386512,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
512,0.8547579298831386,0.497422,0.8604192,0.0,0.0,0.3386512,0.9448627,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
513,0.8564273789649416,0.5018732,0.8719634,0.0,0.0,45.465034,0.9448627,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
514,0.8580968280467446,0.501861,0.8730836,0.0,0.0,77.13621,0.6528935,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
515,0.8597662771285476,0.5010622,0.87658006,0.0,0.0,0.3386512,1.020966,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
516,0.8614357262103506,0.50050783,0.8789746,0.0,0.0,0.3386512,0.60126746,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
517,0.8631051752921536,0.5034746,0.8851186,0.0,0.0,549.6814,1.0017394,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
518,0.8647746243739566,0.5025225,0.88823545,0.0,0.0,0.3386512,1.2308592,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
519,0.8664440734557596,0.5038828,0.8921192,0.0,0.0,0.3386512,1.2308592,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
520,0.8681135225375626,0.504178,0.89366025,0.0,0.0,88.716255,0.9906105,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
521,0.8697829716193656,0.50513685,0.89636713,0.0,0.0,147.86685,0.47770175,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
522,0.8714524207011686,0.5052667,0.89809686,0.0,0.0,117.83653,0.92234635,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
523,0.8731218697829716,0.50588244,0.89911556,0.0,0.0,333.2378,0.9249804,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
524,0.8747913188647746,0.5056233,0.9013667,0.0,0.0,86.21947,0.9249804,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
525,0.8764607679465777,0.5067463,0.9032664,0.0,0.0,403.07516,0.9249804,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
526,0.8781302170283807,0.5062484,0.9047748,0.0,0.0,68.00998,0.55059373,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
527,0.8797996661101837,0.50710887,0.9060968,0.0,0.0,355.44504,0.8543344,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
528,0.8814691151919867,0.507277,0.90831906,0.0,0.0,0.3386512,0.8543344,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
529,0.8831385642737897,0.50759417,0.908818,0.0,0.0,699.08234,0.8543344,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
530,0.8848080133555927,0.5082463,0.910821,0.0,0.0,0.3386512,0.8650258,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
531,0.8864774624373957,0.5086298,0.91216,0.0,0.0,0.3386512,0.9365867,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
532,0.8881469115191987,0.5091222,0.9129107,0.0,0.0,100.166626,0.9365867,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
533,0.8898163606010017,0.50937533,0.9144357,0.0,0.0,57.957302,0.86255914,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
534,0.8914858096828047,0.51019573,0.9156806,0.0,0.0,395.34457,0.6729316,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
535,0.8931552587646077,0.5102635,0.91668457,0.0,0.0,74.99821,0.86255914,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
536,0.8948247078464107,0.5106882,0.9176411,0.0,0.0,172.59528,0.9396987,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
537,0.8964941569282137,0.5111172,0.9184083,0.0,0.0,0.3386512,0.9396987,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
538,0.8981636060100167,0.5118091,0.9196048,0.0,0.0,333.92566,0.9415955,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
539,0.8998330550918197,0.51230437,0.9207618,0.0,0.0,183.70506,0.9415955,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
540,0.9015025041736227,0.5128212,0.9218672,0.0,0.0,74.95759,0.9415955,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
541,0.9031719532554258,0.51327664,0.92250586,0.0,0.0,0.3386512,0.2205117,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
542,0.9048414023372288,0.51353663,0.92315584,0.0,0.0,369.31155,0.9415955,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
543,0.9065108514190318,0.5140803,0.9244285,0.0,0.0,52.943516,0.9415955,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
544,0.9081803005008348,0.51460993,0.9252997,0.0,0.0,0.3386512,0.9415955,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
545,0.9098497495826378,0.5151569,0.9262612,0.0,0.0,0.3386512,0.8754379,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
546,0.9115191986644408,0.5155858,0.92709845,0.0,0.0,0.3386512,0.8789511,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
547,0.9131886477462438,0.51623917,0.92797214,0.0,0.0,75.381096,0.8789511,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
548,0.9148580968280468,0.5162149,0.9285857,0.0,0.0,33.653877,0.9339854,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
549,0.9165275459098498,0.5155329,0.9294872,0.0,0.0,0.4134276,0.9895717,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
550,0.9181969949916527,0.51434886,0.9312095,0.0,0.0,0.33430344,0.93276894,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
551,0.9198664440734557,0.5120946,0.93496656,0.0,0.0,0.33846423,0.93276894,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
552,0.9215358931552587,0.5112946,0.9370811,0.0,0.0,0.33864316,0.8789511,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
553,0.9232053422370617,0.509496,0.93947136,0.0,0.0,0.33865085,0.93276894,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
554,0.9248747913188647,0.5080877,0.94155675,0.0,0.0,0.3386512,0.93276894,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
555,0.9265442404006677,0.5058991,0.9446304,0.0,0.0,0.3386512,0.85008883,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
556,0.9282136894824707,0.5036946,0.94791764,0.0,0.0,0.3386512,1.2109183,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
557,0.9298831385642737,0.5028328,0.9521527,0.0,0.0,0.3386512,0.933638,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
558,0.9315525876460768,0.5005311,0.9557518,0.0,0.0,0.3386512,0.53998524,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
559,0.9332220367278798,0.49965522,0.9595556,0.0,0.0,0.3386512,0.9415955,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
560,0.9348914858096828,0.49871373,0.96386236,0.0,0.0,0.3386512,0.93282694,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
561,0.9365609348914858,0.4965285,0.96790344,0.0,0.0,0.3386512,1.3128814,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
562,0.9382303839732888,0.49644792,0.9724984,0.0,0.0,815.28064,0.9248016,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
563,0.9398998330550918,0.49531728,0.97540635,0.0,0.0,0.3386512,1.0179182,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
564,0.9415692821368948,0.4944308,0.9777706,0.0,0.0,0.3386512,1.0179182,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
565,0.9432387312186978,0.4943226,0.9797286,0.0,0.0,62.237976,1.3128814,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
566,0.9449081803005008,0.49397764,0.9814289,0.0,0.0,0.3386512,0.9639021,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
